  jday   mon   day    yr    unit  gis_id  name            grzn        grzp        lab_min_p   act_sta_p       fertn            fertp            fixn             denit            act_nit_n        act_sta_n        org_lab_p        rsd_nitorg_n     rsd_laborg_p    no3atmo          nh4atmo          nuptake          puptake                gwsoiln          gwsoilp
   366    12    31  2020     111       0  hru0111        0.000       0.000       7.020      -0.050          173.225           59.547            0.000            0.742           14.543           19.271            2.724            2.895            1.136           38.559            9.699          151.935           23.212            0.000            0.000
   366    12    31  2020     112       0  hru0112        0.000       0.000      14.325       0.009          185.659           62.327            0.000            0.161           16.286            9.490            2.992            1.840            0.694           38.307            9.630           85.478           12.640            0.000            0.000
   366    12    31  2020     113       0  hru0113        0.000       0.000       6.216      -2.954          185.659           62.327            0.000            0.000           26.233            7.003            4.645            4.478            1.570           38.307            9.630          176.303           26.891            0.000            0.000
   366    12    31  2020     114       0  hru0114        0.000       0.000       5.190      -3.847          185.659           62.327            0.000            0.000           16.361           14.468            3.044            3.814            1.544           38.307            9.630          164.201           26.296            0.000            0.000
   366    12    31  2020     115       0  hru0115        0.000       0.000      17.371      -1.024          185.659           62.327            0.000            0.000           24.732           -9.122            4.307            2.358            0.262           38.307            9.630           41.849            4.806            0.000            0.000
   366    12    31  2020     116       0  hru0116        0.000       0.000      16.669      -1.730          185.659           62.327            0.000            0.000           24.303          -11.143            4.217            1.562            0.153           38.307            9.630           29.059            2.996            0.000            0.000
   366    12    31  2020     117       0  hru0117        0.000       0.000       8.718      -3.571          185.659           62.327            0.000            0.000           25.372            2.562            4.478            4.009            1.453           38.307            9.630          150.988           23.373            0.000            0.000
   366    12    31  2020     118       0  hru0118        0.000       0.000      12.220      -0.806          185.659           62.327            0.000            0.025           16.459           11.183            3.031            2.373            0.886           38.307            9.630          103.631           15.731            0.000            0.000
   366    12    31  2020     119       0  hru0119        0.000       0.000       6.005      -3.474          185.659           62.327            0.000            0.001           16.383           14.156            3.045            4.337            1.713           38.307            9.630          157.197           25.308            0.000            0.000
   366    12    31  2020     120       0  hru0120        0.000       0.000       3.340      -4.808          176.835           58.012            0.000            0.000           16.621           15.575            3.084            3.968            1.362           38.307            9.630          150.474           26.314            0.000            0.000
   366    12    31  2020     121       0  hru0121        0.000       0.000       8.890      -1.442          176.835           58.012            0.000            0.009           16.638           14.646            3.071            3.348            0.992           37.842            9.503          113.640           18.982            0.000            0.000
   366    12    31  2020     122       0  hru0122        0.000       0.000       3.473      -4.711          176.835           58.012            0.000            0.000           16.562           15.393            3.071            3.644            1.270           38.307            9.630          148.754           26.184            0.000            0.000
   366    12    31  2020     123       0  hru0123        0.000       0.000       6.650      -3.245          176.835           58.012            0.000            0.003           16.703           13.954            3.078            4.016            1.085           38.307            9.630          126.573           21.500            0.000            0.000
   366    12    31  2020     124       0  hru0124        0.000       0.000      12.697      -0.268          176.835           58.012            0.000            0.175           16.926           11.313            3.105            3.324            0.747           38.456            9.671           81.729           12.958            0.000            0.000
   366    12    31  2020     125       0  hru0125        0.000       0.000      13.348       2.530          184.053           62.908            0.000            0.015           16.679           14.549            3.088            2.485            0.801           37.708            9.466          112.013           16.458            0.000            0.000
   366    12    31  2020     126       0  hru0126        0.000       0.000      16.011       3.964          179.154           65.979            0.000            0.108           16.788           11.017            3.115            4.039            1.112           38.456            9.671           90.593           15.696            0.000            0.000
   366    12    31  2020     127       0  hru0127        0.000       0.000      17.946       2.298          179.154           65.979            0.000            0.000           24.608           -4.907            4.324            2.747            1.063           38.456            9.671           79.575           14.242            0.000            0.000
